# BLASTP 2.12.0+
# Query: CAM1-AT
# Database: /db/arahy.Tifrunner.gnm2.ann1.4K0L.protein.faa.gz
# Fields: query id, subject id, subject sci names, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % query coverage per subject, % query coverage per hsp
# 173 hits found
CAM1-AT	arahy.Tifrunner.gnm2.ann1.5T97DZ.1	Arachis hypogaea	51.562	64	31	0	112	175	13	76	3.74e-13	64.3	100	37
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6JR7QB.1	Arachis hypogaea	38.462	169	78	1	4	172	31	173	4.31e-36	124	98	97
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6JR7QB.1	Arachis hypogaea	47.761	67	35	0	109	175	37	103	8.27e-12	61.6	98	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.STBW6D.1	Arachis hypogaea	40.606	165	72	1	8	172	48	186	1.74e-30	110	95	94
CAM1-AT	arahy.Tifrunner.gnm2.ann1.STBW6D.1	Arachis hypogaea	36.559	93	33	1	7	99	120	186	1.58e-08	52.8	95	53
CAM1-AT	arahy.Tifrunner.gnm2.ann1.3WRE7I.1	Arachis hypogaea	40.606	165	72	1	8	172	48	186	2.20e-30	110	95	94
CAM1-AT	arahy.Tifrunner.gnm2.ann1.3WRE7I.1	Arachis hypogaea	36.559	93	33	1	7	99	120	186	3.25e-08	52.0	95	53
CAM1-AT	arahy.Tifrunner.gnm2.ann1.84KAU9.1	Arachis hypogaea	38.728	173	77	2	5	174	12	158	1.82e-29	107	97	97
CAM1-AT	arahy.Tifrunner.gnm2.ann1.4YMZ2P.1	Arachis hypogaea	33.333	195	78	2	4	172	315	483	2.97e-28	110	98	97
CAM1-AT	arahy.Tifrunner.gnm2.ann1.4YMZ2P.1	Arachis hypogaea	47.761	67	35	0	109	175	321	387	1.21e-11	63.2	98	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6QX9MQ.1	Arachis hypogaea	37.313	134	73	1	50	172	3	136	1.00e-26	99.8	70	70
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6QX9MQ.1	Arachis hypogaea	41.818	55	32	0	51	105	88	142	4.77e-07	48.1	70	31
CAM1-AT	arahy.Tifrunner.gnm2.ann1.T13EMM.1	Arachis hypogaea	36.970	165	75	3	11	172	68	206	1.37e-24	95.9	93	93
CAM1-AT	arahy.Tifrunner.gnm2.ann1.8118GS.1	Arachis hypogaea	34.756	164	80	2	12	175	8	144	1.76e-24	94.0	94	94
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DN608C.1	Arachis hypogaea	34.682	173	83	4	1	172	405	548	2.69e-23	96.7	100	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DN608C.1	Arachis hypogaea	41.975	81	44	1	98	175	400	480	4.70e-10	58.5	100	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6KP4CV.1	Arachis hypogaea	34.286	175	85	4	1	174	401	546	4.10e-22	93.2	100	99
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6KP4CV.1	Arachis hypogaea	41.975	81	44	1	98	175	396	476	2.47e-09	56.6	100	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.2AJD6H.1	Arachis hypogaea	43.103	116	39	2	3	118	4	92	5.78e-22	87.4	99	66
CAM1-AT	arahy.Tifrunner.gnm2.ann1.2AJD6H.1	Arachis hypogaea	46.377	69	37	0	107	175	9	77	1.45e-13	65.5	99	39
CAM1-AT	arahy.Tifrunner.gnm2.ann1.8ME29W.1	Arachis hypogaea	40.984	122	68	3	52	172	400	518	5.87e-22	92.8	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.8ME29W.1	Arachis hypogaea	37.037	81	48	1	98	175	370	450	6.14e-08	52.4	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.8ME29W.2	Arachis hypogaea	40.984	122	68	3	52	172	400	518	7.70e-22	92.4	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.8ME29W.2	Arachis hypogaea	37.037	81	48	1	98	175	370	450	6.12e-08	52.4	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.F6CHDN.1	Arachis hypogaea	40.984	122	68	3	52	172	406	524	1.03e-21	92.0	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.F6CHDN.1	Arachis hypogaea	37.037	81	48	1	98	175	376	456	2.66e-08	53.5	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.M8Q52W.2	Arachis hypogaea	41.463	123	66	3	52	172	628	746	1.04e-21	92.4	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.M8Q52W.2	Arachis hypogaea	37.037	81	48	1	98	175	598	678	9.61e-08	52.0	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.M8Q52W.1	Arachis hypogaea	41.463	123	66	3	52	172	628	746	1.04e-21	92.4	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.M8Q52W.1	Arachis hypogaea	37.037	81	48	1	98	175	598	678	9.61e-08	52.0	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.0RG3QL.1	Arachis hypogaea	37.190	121	74	1	52	172	58	176	1.95e-21	87.0	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.0RG3QL.1	Arachis hypogaea	40.000	60	36	0	110	169	43	102	1.29e-07	50.1	69	34
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DXAL0M.2	Arachis hypogaea	41.803	122	67	3	52	172	415	533	2.25e-21	91.3	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DXAL0M.2	Arachis hypogaea	37.975	79	46	1	94	169	381	459	5.75e-09	55.5	69	43
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DXAL0M.1	Arachis hypogaea	41.803	122	67	3	52	172	415	533	2.25e-21	91.3	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DXAL0M.1	Arachis hypogaea	37.975	79	46	1	94	169	381	459	5.75e-09	55.5	69	43
CAM1-AT	arahy.Tifrunner.gnm2.ann1.MJYQ7R.2	Arachis hypogaea	40.650	123	67	3	52	172	392	510	2.77e-21	90.9	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.MJYQ7R.2	Arachis hypogaea	39.437	71	40	1	108	175	372	442	1.44e-07	51.2	71	39
CAM1-AT	arahy.Tifrunner.gnm2.ann1.0TJ3BE.1	Arachis hypogaea	39.286	140	49	3	3	133	20	132	2.93e-21	86.3	99	75
CAM1-AT	arahy.Tifrunner.gnm2.ann1.0TJ3BE.1	Arachis hypogaea	43.750	80	45	0	96	175	14	93	3.35e-14	67.8	99	46
CAM1-AT	arahy.Tifrunner.gnm2.ann1.MJYQ7R.1	Arachis hypogaea	40.650	123	67	3	52	172	639	757	4.83e-21	90.5	71	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.MJYQ7R.1	Arachis hypogaea	37.037	81	48	1	98	175	609	689	1.49e-07	51.2	71	45
CAM1-AT	arahy.Tifrunner.gnm2.ann1.5P73VR.1	Arachis hypogaea	35.200	125	77	2	34	158	1	121	2.03e-20	83.2	71	71
CAM1-AT	arahy.Tifrunner.gnm2.ann1.U91BEN.1	Arachis hypogaea	32.558	172	87	3	1	172	410	552	2.40e-20	88.2	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.U91BEN.1	Arachis hypogaea	37.681	69	40	1	108	173	415	483	2.79e-06	47.4	99	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.JJFW66.1	Arachis hypogaea	33.533	167	80	3	11	172	4	144	3.40e-20	83.2	94	93
CAM1-AT	arahy.Tifrunner.gnm2.ann1.JJFW66.1	Arachis hypogaea	39.062	64	39	0	111	174	5	68	1.29e-08	52.4	94	37
CAM1-AT	arahy.Tifrunner.gnm2.ann1.QRE1RK.1	Arachis hypogaea	33.533	167	80	3	11	172	4	144	4.10e-20	82.8	94	93
CAM1-AT	arahy.Tifrunner.gnm2.ann1.QRE1RK.1	Arachis hypogaea	39.062	64	39	0	111	174	5	68	1.32e-08	52.4	94	37
CAM1-AT	arahy.Tifrunner.gnm2.ann1.R94L82.1	Arachis hypogaea	31.395	172	89	3	1	172	326	468	6.55e-20	87.0	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D2QNFF.1	Arachis hypogaea	31.977	172	88	3	1	172	409	551	9.15e-20	86.7	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D2QNFF.1	Arachis hypogaea	37.681	69	40	1	108	173	414	482	2.87e-06	47.4	99	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.WB2CJ6.1	Arachis hypogaea	37.190	121	74	1	52	172	264	382	1.00e-19	85.9	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.WB2CJ6.1	Arachis hypogaea	40.000	60	36	0	110	169	249	308	1.62e-07	50.8	69	34
CAM1-AT	arahy.Tifrunner.gnm2.ann1.HY06SH.1	Arachis hypogaea	32.759	174	85	4	1	172	364	507	1.37e-19	85.9	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.HY06SH.1	Arachis hypogaea	42.105	76	41	1	101	173	362	437	1.52e-09	57.0	99	42
CAM1-AT	arahy.Tifrunner.gnm2.ann1.3AM325.1	Arachis hypogaea	31.395	172	89	3	1	172	326	468	1.40e-19	85.9	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.71QEI5.1	Arachis hypogaea	32.184	174	86	4	1	172	364	507	2.52e-19	85.1	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.71QEI5.1	Arachis hypogaea	40.789	76	42	1	101	173	362	437	2.86e-09	56.2	99	42
CAM1-AT	arahy.Tifrunner.gnm2.ann1.ZT4MYH.1	Arachis hypogaea	33.908	174	82	4	1	172	325	467	2.87e-19	85.1	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.ZSP0P7.1	Arachis hypogaea	33.908	174	82	4	1	172	325	467	2.87e-19	85.1	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.H71TAS.2	Arachis hypogaea	31.977	172	88	3	1	172	322	464	4.30e-19	84.7	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.H71TAS.1	Arachis hypogaea	31.977	172	88	3	1	172	322	464	4.33e-19	84.7	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.W1K19V.3	Arachis hypogaea	31.977	172	88	3	1	172	322	464	4.39e-19	84.7	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.W1K19V.2	Arachis hypogaea	31.977	172	88	3	1	172	322	464	4.39e-19	84.7	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.W1K19V.1	Arachis hypogaea	31.977	172	88	3	1	172	322	464	4.39e-19	84.7	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.961PRY.1	Arachis hypogaea	28.488	172	96	2	1	172	379	523	1.40e-18	83.2	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.25E3MW.1	Arachis hypogaea	40.164	122	69	3	52	172	396	514	1.54e-18	83.2	70	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.25E3MW.1	Arachis hypogaea	40.580	69	38	1	108	173	376	444	1.04e-08	54.7	70	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.57UTND.1	Arachis hypogaea	40.164	122	69	3	52	172	396	514	1.57e-18	83.2	70	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.57UTND.1	Arachis hypogaea	40.580	69	38	1	108	173	376	444	1.06e-08	54.7	70	38
CAM1-AT	arahy.Tifrunner.gnm2.ann1.SPQ4E9.4	Arachis hypogaea	31.395	172	89	3	1	172	392	534	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.SPQ4E9.3	Arachis hypogaea	31.395	172	89	3	1	172	392	534	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.SPQ4E9.1	Arachis hypogaea	31.395	172	89	3	1	172	392	534	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.SPQ4E9.2	Arachis hypogaea	31.395	172	89	3	1	172	392	534	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.1645LU.2	Arachis hypogaea	31.395	172	89	3	1	172	393	535	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.1645LU.1	Arachis hypogaea	31.395	172	89	3	1	172	393	535	1.96e-18	82.8	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6MHC1M.2	Arachis hypogaea	28.488	172	96	2	1	172	379	523	2.43e-18	82.4	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.6MHC1M.1	Arachis hypogaea	28.488	172	96	2	1	172	379	523	2.43e-18	82.4	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.02U7QK.1	Arachis hypogaea	29.651	172	94	2	1	172	352	496	2.50e-18	82.4	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.ME1UG1.1	Arachis hypogaea	29.651	172	94	2	1	172	352	496	2.78e-18	82.4	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.YT02HX.1	Arachis hypogaea	37.190	121	73	2	52	172	11	128	4.14e-18	77.8	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.7095AT.1	Arachis hypogaea	40.164	122	66	4	52	172	412	527	4.62e-18	81.6	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.7095AT.1	Arachis hypogaea	37.975	79	46	1	94	169	378	456	2.97e-09	56.2	69	43
CAM1-AT	arahy.Tifrunner.gnm2.ann1.JS3QJH.1	Arachis hypogaea	30.233	172	93	2	1	172	357	501	5.47e-18	81.6	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.RD8T5J.1	Arachis hypogaea	30.233	172	93	2	1	172	357	501	5.74e-18	81.3	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.S3U133.1	Arachis hypogaea	40.698	86	50	1	74	159	26	110	6.81e-18	76.6	49	49
CAM1-AT	arahy.Tifrunner.gnm2.ann1.H7PRHK.1	Arachis hypogaea	34.969	163	77	4	12	172	78	213	1.04e-17	78.2	92	92
CAM1-AT	arahy.Tifrunner.gnm2.ann1.015FZL.1	Arachis hypogaea	30.814	172	90	3	1	172	471	613	1.08e-17	80.5	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.015FZL.1	Arachis hypogaea	37.097	62	39	0	112	173	483	544	7.91e-06	46.2	99	35
CAM1-AT	arahy.Tifrunner.gnm2.ann1.PBHE03.1	Arachis hypogaea	30.814	172	90	3	1	172	471	613	1.09e-17	80.5	99	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.PBHE03.1	Arachis hypogaea	37.097	62	39	0	112	173	483	544	8.14e-06	46.2	99	35
CAM1-AT	arahy.Tifrunner.gnm2.ann1.FPIZ7V.1	Arachis hypogaea	31.395	172	89	3	1	172	415	557	1.26e-17	80.5	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.HA1G6E.1	Arachis hypogaea	38.017	121	72	2	52	172	474	591	1.55e-17	80.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.HA1G6E.2	Arachis hypogaea	38.017	121	72	2	52	172	531	648	1.56e-17	80.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.J8KPK7.1	Arachis hypogaea	38.017	121	72	2	52	172	519	636	1.57e-17	80.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.706LQI.1	Arachis hypogaea	36.885	122	73	3	52	172	365	483	4.08e-16	75.9	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.G7IPIW.1	Arachis hypogaea	29.775	178	85	3	9	172	3	154	9.26e-16	71.6	94	94
CAM1-AT	arahy.Tifrunner.gnm2.ann1.J8TUD1.1	Arachis hypogaea	27.011	174	100	2	1	174	355	501	1.16e-15	74.7	99	99
CAM1-AT	arahy.Tifrunner.gnm2.ann1.HK0XZ1.1	Arachis hypogaea	27.011	174	100	2	1	174	355	501	1.20e-15	74.7	99	99
CAM1-AT	arahy.Tifrunner.gnm2.ann1.PVP2TS.1	Arachis hypogaea	32.787	122	80	2	52	172	29	149	4.36e-15	69.7	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.PVP2TS.1	Arachis hypogaea	42.857	49	28	0	52	100	102	150	3.26e-06	45.8	69	28
CAM1-AT	arahy.Tifrunner.gnm2.ann1.64516H.1	Arachis hypogaea	32.787	122	80	2	52	172	29	149	4.36e-15	69.7	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.64516H.1	Arachis hypogaea	42.857	49	28	0	52	100	102	150	3.26e-06	45.8	69	28
CAM1-AT	arahy.Tifrunner.gnm2.ann1.J8HGUJ.1	Arachis hypogaea	27.326	172	98	2	1	172	365	509	1.03e-14	72.0	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.J8HGUJ.2	Arachis hypogaea	27.326	172	98	2	1	172	365	509	1.03e-14	72.0	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.J270P7.1	Arachis hypogaea	27.326	172	98	2	1	172	365	509	1.09e-14	72.0	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DCR2GP.1	Arachis hypogaea	29.070	172	95	3	1	172	368	512	1.17e-14	72.0	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.RRQV4B.1	Arachis hypogaea	30.058	173	93	4	1	173	368	512	2.97e-14	70.9	99	99
CAM1-AT	arahy.Tifrunner.gnm2.ann1.77Y3FG.1	Arachis hypogaea	32.787	122	77	2	52	172	48	165	4.35e-14	67.4	93	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.77Y3FG.1	Arachis hypogaea	31.959	97	58	2	11	99	69	165	6.19e-07	48.1	93	51
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D3D30P.1	Arachis hypogaea	31.405	121	80	1	52	172	48	165	1.96e-13	65.9	92	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D3D30P.1	Arachis hypogaea	33.333	96	56	2	12	99	70	165	1.65e-06	47.0	92	50
CAM1-AT	arahy.Tifrunner.gnm2.ann1.0VT33L.1	Arachis hypogaea	34.146	123	73	3	50	172	9	123	2.25e-13	64.7	70	70
CAM1-AT	arahy.Tifrunner.gnm2.ann1.7K9KSG.1	Arachis hypogaea	32.576	132	75	4	52	173	29	156	2.99e-11	59.7	70	70
CAM1-AT	arahy.Tifrunner.gnm2.ann1.37ZNH1.1	Arachis hypogaea	32.576	132	75	4	52	173	29	156	2.99e-11	59.7	70	70
CAM1-AT	arahy.Tifrunner.gnm2.ann1.VS1VIC.1	Arachis hypogaea	34.259	108	67	3	52	158	365	469	4.73e-10	58.5	61	61
CAM1-AT	arahy.Tifrunner.gnm2.ann1.Q75YW2.1	Arachis hypogaea	39.744	78	46	1	96	172	33	110	4.77e-10	57.0	92	44
CAM1-AT	arahy.Tifrunner.gnm2.ann1.Q75YW2.1	Arachis hypogaea	23.392	171	90	3	14	174	51	190	8.41e-07	48.1	92	92
CAM1-AT	arahy.Tifrunner.gnm2.ann1.DSV9VH.1	Arachis hypogaea	34.091	88	57	1	86	172	12	99	2.93e-09	53.5	50	50
CAM1-AT	arahy.Tifrunner.gnm2.ann1.S63TS6.1	Arachis hypogaea	35.354	99	53	4	83	170	85	183	3.39e-09	55.1	50	50
CAM1-AT	arahy.Tifrunner.gnm2.ann1.Q9X278.1	Arachis hypogaea	39.683	63	38	0	110	172	48	110	3.59e-09	54.3	36	36
CAM1-AT	arahy.Tifrunner.gnm2.ann1.VZLL2T.1	Arachis hypogaea	35.354	99	53	4	83	170	85	183	4.22e-09	54.7	50	50
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D3S8RY.1	Arachis hypogaea	30.657	137	75	4	52	172	29	161	7.96e-09	53.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.IK01U6.1	Arachis hypogaea	29.605	152	87	5	35	173	8	152	8.63e-09	53.1	79	79
CAM1-AT	arahy.Tifrunner.gnm2.ann1.JMIG5W.1	Arachis hypogaea	37.234	94	53	2	52	141	51	142	1.63e-08	52.4	51	51
CAM1-AT	arahy.Tifrunner.gnm2.ann1.2EIF5S.2	Arachis hypogaea	24.157	178	97	5	1	172	234	379	1.71e-08	53.9	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.I66G12.2	Arachis hypogaea	24.157	178	97	5	1	172	234	379	1.71e-08	53.9	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.2EIF5S.1	Arachis hypogaea	24.719	178	96	6	1	172	430	575	2.80e-08	53.5	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.I66G12.1	Arachis hypogaea	24.719	178	96	6	1	172	430	575	2.80e-08	53.5	98	98
CAM1-AT	arahy.Tifrunner.gnm2.ann1.P2RW1V.1	Arachis hypogaea	27.559	127	80	5	52	172	380	500	3.14e-08	53.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D2U3E6.1	Arachis hypogaea	27.559	127	80	5	52	172	382	502	3.14e-08	53.1	69	69
CAM1-AT	arahy.Tifrunner.gnm2.ann1.4NL1XF.1	Arachis hypogaea	29.630	135	78	4	52	173	22	152	4.94e-08	50.8	70	70
CAM1-AT	arahy.Tifrunner.gnm2.ann1.X51C4T.1	Arachis hypogaea	29.371	143	83	5	36	168	101	235	1.67e-07	50.8	76	76
CAM1-AT	arahy.Tifrunner.gnm2.ann1.BI1U7J.1	Arachis hypogaea	33.735	83	54	1	92	173	10	92	2.02e-07	48.5	47	47
CAM1-AT	arahy.Tifrunner.gnm2.ann1.05WWPI.2	Arachis hypogaea	28.667	150	88	5	36	175	138	278	3.75e-07	49.7	80	80
CAM1-AT	arahy.Tifrunner.gnm2.ann1.05WWPI.1	Arachis hypogaea	28.667	150	88	5	36	175	138	278	3.75e-07	49.7	80	80
CAM1-AT	arahy.Tifrunner.gnm2.ann1.ATM50A.1	Arachis hypogaea	33.735	83	54	1	92	173	18	100	4.07e-07	47.8	47	47
CAM1-AT	arahy.Tifrunner.gnm2.ann1.D5PS1Z.1	Arachis hypogaea	32.353	102	62	2	68	168	84	179	5.01e-07	49.7	58	58
CAM1-AT	arahy.Tifrunner.gnm2.ann1.I5A7MN.1	Arachis hypogaea	27.703	148	92	4	36	175	77	217	7.68e-07	48.5	80	80
CAM1-AT	arahy.Tifrunner.gnm2.ann1.EFU95G.1	Arachis hypogaea	28.169	142	86	6	36	168	43	177	2.47e-06	47.0	76	76
CAM1-AT	arahy.Tifrunner.gnm2.ann1.VBMI74.1	Arachis hypogaea	32.039	103	58	4	78	168	70	172	2.51e-06	47.0	52	52
CAM1-AT	arahy.Tifrunner.gnm2.ann1.2GR8KM.3	Arachis hypogaea	32.222	90	60	1	84	172	2	91	3.17e-06	46.2	51	51
CAM1-AT	arahy.Tifrunner.gnm2.ann1.20BG1F.1	Arachis hypogaea	40.678	59	34	1	116	174	16	73	3.94e-06	44.3	34	34
CAM1-AT	arahy.Tifrunner.gnm2.ann1.TR7VBX.1	Arachis hypogaea	40.678	59	34	1	116	174	16	73	3.94e-06	44.3	34	34
CAM1-AT	arahy.Tifrunner.gnm2.ann1.30D4G4.1	Arachis hypogaea	25.850	147	93	6	36	173	64	203	5.61e-06	46.2	79	79
CAM1-AT	arahy.Tifrunner.gnm2.ann1.KB2NSX.1	Arachis hypogaea	32.895	76	47	1	100	171	1530	1605	7.80e-06	46.2	41	41
CAM1-AT	arahy.Tifrunner.gnm2.ann1.KB2NSX.2	Arachis hypogaea	32.895	76	47	1	100	171	1530	1605	7.80e-06	46.2	41	41
CAM1-AT	arahy.Tifrunner.gnm2.ann1.LEYW5Q.1	Arachis hypogaea	23.684	152	98	1	36	169	55	206	8.02e-06	45.4	77	77
CAM1-AT	arahy.Tifrunner.gnm2.ann1.LEYW5Q.2	Arachis hypogaea	23.684	152	98	1	36	169	55	206	8.02e-06	45.4	77	77
CAM1-AT	arahy.Tifrunner.gnm2.ann1.G81GNA.1	Arachis hypogaea	25.000	152	96	1	36	169	54	205	8.87e-06	45.4	77	77
